GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
9635	0.999925	2.14e-01	1.2114	-1.2422327	-1.50485498	413.18	CLCA2	chloride channel accessory 2
105378828	0.999925	7.44e-01	0.4552	-0.3265423	-0.14863798	21.74	CLCA4-AS1	CLCA4 antisense RNA 1
51100	0.999925	8.24e-01	0.4157	0.2220279	0.09228936	1484.76	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1
9403	0.999925	8.83e-01	0.6857	-0.146593	-0.10052203	1960.45	SELENOF	selenoprotein F
9653	0.999925	9.04e-01	0.7075	-0.1207583	-0.08543953	801.63	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
8543	0.999925	4.79e-01	0.2006	-0.7084153	-0.1421377	401.62	LMO4	LIM domain only 4
5586	0.999925	7.82e-01	0.3675	-0.276804	-0.10173058	872.12	PKN2	protein kinase N2
2959	0.999925	5.86e-01	0.3863	-0.5447331	-0.21043516	413.29	GTF2B	general transcription factor IIB
56267	0.999925	8.20e-01	0.5037	-0.2271525	-0.11441582	895.81	KYAT3	kynurenine aminotransferase 3
494115	0.999925	9.37e-01	0.3391	-0.0786003	-0.02665018	414.49	RBMXL1	RBMX like 1
2635	0.999925	8.11e-01	0.5184	-0.2391598	-0.1239773	639.25	GBP3	guanylate binding protein 3
2633	0.999925	9.96e-01	1.0638	-0.0050528	-0.00537496	323.32	GBP1	guanylate binding protein 1
2634	0.999925	2.03e-01	0.6887	1.274457	0.87767802	406.96	GBP2	guanylate binding protein 2
112268267	0.999925	3.03e-01	0.6954	1.0295532	0.71592034	70.98	LOC112268267	uncharacterized LOC112268267
115361	0.999925	3.34e-01	0.7207	0.9669342	0.6968303	548.76	GBP4	guanylate binding protein 4
163351	0.999925	9.73e-01	0.2436	-0.0333918	-0.00813431	703.69	GBP6	guanylate binding protein family member 6
400759	0.999925	9.36e-01	0.8401	-0.0797085	-0.06696211	22.27	GBP1P1	guanylate binding protein 1 pseudogene 1
23507	0.999925	5.04e-01	0.5836	-0.6680536	-0.38990769	473.26	LRRC8B	leucine rich repeat containing 8 VRAC subunit B
84230	0.999925	7.11e-01	0.3068	-0.3703482	-0.1136386	614.86	LRRC8C	leucine rich repeat containing 8 VRAC subunit C
55144	0.999925	6.00e-01	0.1031	-0.5241902	-0.05405365	1307.02	LRRC8D	leucine rich repeat containing 8 VRAC subunit D
492303	0.999925	7.18e-01	0.1941	-0.3612403	-0.07010263	55.3	GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4
284695	0.999925	2.02e-01	0.3116	-1.2770998	-0.39795545	242.76	ZNF326	zinc finger protein 326
84146	0.999925	6.92e-01	0.4479	-0.396739	-0.17771241	360.43	ZNF644	zinc finger protein 644
8317	0.999925	6.45e-01	0.5939	-0.4605678	-0.27352782	230.62	CDC7	cell division cycle 7
7049	0.999925	6.40e-01	0.6437	0.4671812	0.30072241	271.79	TGFBR3	transforming growth factor beta receptor 3
253152	0.999925	8.67e-01	1.0622	-0.1670455	-0.17744118	94.22	EPHX4	epoxide hydrolase 4
646817	0.999925	5.17e-01	0.4816	0.6485769	0.3123864	142.43	SETSIP	SET like protein
23285	0.999925	7.37e-01	0.9283	0.3359187	0.31181953	59.34	KIAA1107	replaced by ID 284697
11146	0.999925	2.33e-01	0.4292	-1.1917608	-0.51154459	71.05	GLMN	glomulin, FKBP associated protein
79871	0.999925	5.19e-01	0.4651	-0.6446646	-0.29981995	215.43	RPAP2	RNA polymerase II associated protein 2
2672	0.999925	7.03e-01	0.9305	0.3814052	0.35488561	49.15	GFI1	growth factor independent 1 transcriptional repressor
7813	0.999925	9.81e-01	0.4094	-0.0241589	-0.00989089	222.31	EVI5	ecotropic viral integration site 5
6125	0.999925	7.04e-01	0.3629	-0.3799178	-0.13786969	21968.77	RPL5	ribosomal protein L5
388650	0.999925	6.62e-01	0.5573	-0.4367062	-0.24338129	328.47	DIPK1A	divergent protein kinase domain 1A
22823	0.999925	6.98e-01	0.5942	-0.3880833	-0.23061819	295.58	MTF2	metal response element binding transcription factor 2
50999	0.999925	8.34e-01	0.5793	-0.2098026	-0.12152979	1296.31	TMED5	transmembrane p24 trafficking protein 5
343099	0.999925	4.57e-01	0.5739	-0.7435495	-0.42675973	119.16	CCDC18	coiled-coil domain containing 18
100131564	0.999925	5.17e-01	0.5112	-0.6479245	-0.3312009	42.03	CCDC18-AS1	CCDC18 antisense RNA 1
1810	0.999925	9.50e-01	0.4227	-0.0627401	-0.02652119	2166.25	DR1	down-regulator of transcription 1
54874	0.999925	9.68e-01	0.5396	0.0400806	0.02162554	709.69	FNBP1L	formin binding protein 1 like
8412	0.999925	5.15e-01	0.2755	0.6510823	0.17935488	687.03	BCAR3	BCAR3 adaptor protein, NSP family member
100129046	0.999925	6.09e-01	0.3886	0.5114472	0.19874524	44.21	BCAR3-AS1	BCAR3 antisense RNA 1
102723480	0.999925	8.03e-01	0.4539	-0.2495456	-0.11326254	33.79	LOC102723480	uncharacterized LOC102723480
723788	0.999925	2.46e-01	0.5177	-1.1612133	-0.60112531	38.08	MIG7	replaced by ID 8412
30836	0.999925	5.16e-01	0.4368	-0.6498115	-0.28383921	845.1	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
2730	0.999925	6.63e-01	0.6371	-0.4358099	-0.27767269	986.08	GCLM	glutamate-cysteine ligase modifier subunit
24	0.999925	6.52e-01	1.186	-0.4512967	-0.53523199	45.22	ABCA4	ATP binding cassette subfamily A member 4
9411	0.999925	5.92e-01	0.2119	-0.5365451	-0.11369897	1211.42	ARHGAP29	Rho GTPase activating protein 29
5825	0.999925	2.68e-01	0.3475	-1.10829	-0.38510646	931.41	ABCD3	ATP binding cassette subfamily D member 3
2152	0.999925	7.32e-01	0.6606	-0.3420568	-0.22595321	2424.58	F3	coagulation factor III, tissue factor
101928079	0.999925	7.04e-01	0.9174	0.3793958	0.34803972	96.4	SLC44A3-AS1	SLC44A3 antisense RNA 1
126969	0.999925	9.33e-01	0.7144	0.083811	0.05987717	388.39	SLC44A3	solute carrier family 44 member 3
1266	0.999925	9.61e-01	0.7494	-0.0483613	-0.03624365	5774.03	CNN3	calponin 3
729970	0.999925	8.38e-01	1.3931	0.2047665	0.28525435	292.33	CNN3-DT	CNN3 divergent transcript
199857	0.999925	5.10e-01	0.3553	-0.6592617	-0.23425418	388.11	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit
148534	0.999925	8.33e-01	1.4782	-0.2108152	-0.31161705	336.24	TLCD4	TLC domain containing 4
100527978	0.999925	6.82e-01	0.754	-0.4090798	-0.30842828	84.92	TLCD4-RWDD3	TLCD4-RWDD3 readthrough
25950	0.999925	7.46e-01	0.5941	-0.3241706	-0.1925991	66.91	RWDD3	RWD domain containing 3
58155	0.999925	6.23e-01	0.5681	-0.4913116	-0.2791036	28.77	PTBP2	polypyrimidine tract binding protein 2
1806	0.999925	3.23e-01	0.3494	0.9888124	0.34546674	255.92	DPYD	dihydropyrimidine dehydrogenase
51375	0.999925	9.39e-01	0.2908	-0.0767534	-0.02232236	325.97	SNX7	sorting nexin 7
54873	0.999925	8.18e-01	0.995	0.2299361	0.22879028	236.36	PALMD	palmdelphin
391059	0.999925	4.88e-01	0.271	-0.692928	-0.18777316	266.29	FRRS1	ferric chelate reductase 1
178	0.999925	9.66e-01	0.4493	-0.0431959	-0.01940852	416.72	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
23443	0.999925	9.38e-01	0.5571	-0.0781681	-0.04354826	299.89	SLC35A3	solute carrier family 35 member A3
64645	0.999925	8.65e-01	0.5018	-0.170357	-0.08548401	1201.58	MFSD14A	major facilitator superfamily domain containing 14A
163786	0.999925	5.38e-01	0.4295	-0.6154404	-0.26434689	348.13	SASS6	SAS-6 centriolar assembly protein
54482	0.999925	3.96e-01	0.5711	-0.8492148	-0.48499929	82.04	TRMT13	tRNA methyltransferase 13 homolog
1629	0.999925	8.79e-01	0.4594	0.1523438	0.0699905	724.84	DBT	dihydrolipoamide branched chain transacylase E2
8634	0.999925	4.96e-01	0.3682	-0.6803759	-0.25052461	444.54	RTCA	RNA 3'-terminal phosphate cyclase
8556	0.999925	4.30e-01	0.4157	0.7889174	0.32797492	88.79	CDC14A	cell division cycle 14A
2135	0.999925	4.37e-01	0.4167	-0.7767613	-0.32368933	254.82	EXTL2	exostosin like glycosyltransferase 2
148867	0.999925	7.99e-01	0.4472	-0.2550117	-0.11405086	425.66	SLC30A7	solute carrier family 30 member 7
51611	0.999925	7.05e-01	0.4522	-0.3780934	-0.1709837	490.54	DPH5	diphthamide biosynthesis 5
102606465	0.999925	8.09e-01	0.6804	-0.2419278	-0.16460822	93.37	DPH5-DT	DPH5 divergent transcript
55599	0.999925	3.06e-01	0.3449	-1.0230078	-0.35281989	94.82	RNPC3	RNA binding region (RNP1, RRM) containing 3
55170	0.999925	4.48e-01	0.2721	-0.7587634	-0.20645257	176.91	PRMT6	protein arginine methyltransferase 6
10451	0.999925	2.66e-01	0.8446	-1.1119506	-0.93910122	375.43	VAV3	vav guanine nucleotide exchange factor 3
29957	0.999925	7.72e-01	0.3405	-0.2900104	-0.0987414	749.29	SLC25A24	solute carrier family 25 member 24
284611	0.999925	6.62e-01	0.9592	-0.4365555	-0.41875193	646.37	EEIG2	EEIG family member 2
113802	0.999925	9.15e-01	2.0157	-0.1073511	-0.21639109	84.07	HENMT1	HEN methyltransferase 1
55119	0.999925	8.94e-01	0.2318	-0.1333183	-0.03089929	318.54	PRPF38B	pre-mRNA processing factor 38B
6814	0.999925	5.16e-01	0.3976	-0.65021	-0.2585098	286.5	STXBP3	syntaxin binding protein 3
29899	0.999925	6.59e-01	0.4676	-0.4407136	-0.20608398	1502.99	GPSM2	G protein signaling modulator 2
23155	0.999925	6.74e-01	0.5472	-0.4209399	-0.23035683	500.21	CLCC1	chloride channel CLIC like 1
22911	0.999925	1.27e-01	0.2518	-1.5249143	-0.3839594	436.01	WDR47	WD repeat domain 47
6884	0.999925	2.59e-01	0.4251	-1.1293105	-0.48011438	47.66	TAF13	TATA-box binding protein associated factor 13
56900	0.999925	8.63e-01	0.3101	0.1731065	0.05367871	637.33	TMEM167B	transmembrane protein 167B
57535	0.999925	5.09e-01	1.117	-0.6601222	-0.73733965	45.13	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
6301	0.999925	6.12e-01	0.339	-0.5065357	-0.1717311	3744.61	SARS1	seryl-tRNA synthetase 1
1952	0.999925	5.54e-01	0.2978	0.5918045	0.17625737	1478.64	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2
84722	0.999925	6.70e-01	0.3036	0.4259563	0.12932206	655.59	PSRC1	proline and serine rich coiled-coil 1
6272	0.999925	9.45e-01	0.2702	-0.0687726	-0.01858447	735.47	SORT1	sortilin 1
5686	0.999925	3.06e-01	0.3241	-1.0239148	-0.3318612	4513.01	PSMA5	proteasome 20S subunit alpha 5
127002	0.999925	4.31e-01	0.4399	0.7873775	0.34638753	50.74	ATXN7L2	ataxin 7 like 2
284613	0.999925	8.90e-01	0.268	0.1379324	0.03696854	152.02	CYB561D1	cytochrome b561 family member D1
57463	0.999925	8.14e-01	0.7777	-0.2352391	-0.18294994	26.95	AMIGO1	adhesion molecule with Ig like domain 1
2773	0.999925	7.46e-01	0.4926	-0.3240854	-0.15964535	1709.8	GNAI3	G protein subunit alpha i3
271	0.999925	2.57e-01	0.5313	1.1333318	0.60214355	275.24	AMPD2	adenosine monophosphate deaminase 2
2948	0.999925	4.29e-01	0.2839	0.7910238	0.2245791	251.77	GSTM4	glutathione S-transferase mu 4
2946	0.999925	7.76e-01	1.033	0.2843176	0.29369912	43.49	GSTM2	glutathione S-transferase mu 2
2944	0.999925	7.42e-01	1.0756	0.328589	0.35343099	167.72	GSTM1	glutathione S-transferase mu 1
2947	0.999925	9.28e-01	0.8283	-0.0904246	-0.07489801	162.3	GSTM3	glutathione S-transferase mu 3
1435	0.999925	6.81e-01	1.164	0.4109173	0.4783271	620.45	CSF1	colony stimulating factor 1
10768	0.999925	9.77e-01	0.4814	-0.0284495	-0.01369446	3164.66	AHCYL1	adenosylhomocysteinase like 1
85369	0.999925	9.66e-01	0.2193	0.0424139	0.00930038	206.75	STRIP1	striatin interacting protein 1
3749	0.999925	8.53e-01	1.2159	0.1852884	0.22528689	128.15	KCNC4	potassium voltage-gated channel subfamily C member 4
64783	0.999925	7.32e-01	0.1511	0.3419103	0.0516652	178.94	RBM15	RNA binding motif protein 15
10542	0.999925	5.69e-01	0.3205	-0.569893	-0.18267593	1135.36	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
55791	0.999925	9.64e-01	0.2537	0.0445119	0.01129328	246.94	LRIF1	ligand dependent nuclear receptor interacting factor 1
128338	0.999925	7.28e-01	0.3383	0.3477793	0.11765559	1376.96	DRAM2	DNA damage regulated autophagy modulator 2
10390	0.999925	7.86e-01	0.3963	-0.2713524	-0.10753177	446.87	CEPT1	choline/ethanolamine phosphotransferase 1
79961	0.999925	6.75e-01	0.3305	0.4195509	0.13864861	456.13	DENND2D	DENN domain containing 2D
79084	0.999925	9.04e-01	0.3499	0.1204135	0.04213616	653.21	WDR77	WD repeat domain 77
515	0.999925	4.70e-01	0.3726	-0.7222323	-0.26909943	6370.59	ATP5PB	ATP synthase peripheral stalk-membrane subunit b
128346	0.999925	8.53e-01	0.7542	-0.1854699	-0.13987819	30.08	C1orf162	chromosome 1 open reading frame 162
5906	0.999925	9.01e-01	0.5933	-0.1250229	-0.07417879	540.41	RAP1A	RAP1A, member of RAS oncogene family
100129269	0.999925	6.74e-01	1.7912	0.4206441	0.75346033	33.49	LINC01160	long intergenic non-protein coding RNA 1160
107985184	0.999925	5.74e-02	0.6424	-1.900235	-1.22061795	18.15	LOC107985184	uncharacterized LOC107985184
55924	0.999925	7.89e-02	0.5096	-1.7571348	-0.89535181	30.09	INKA2	inka box actin regulator 2
11218	0.999925	7.53e-01	0.2617	-0.3142839	-0.08223716	306.6	DDX20	DEAD-box helicase 20
55917	0.999925	7.65e-01	0.1879	-0.2991197	-0.05619702	765.26	CTTNBP2NL	CTTNBP2 N-terminal like
7482	0.999925	5.07e-01	0.156	-0.6631233	-0.10341708	78.59	WNT2B	Wnt family member 2B
54879	0.999925	4.37e-01	0.3418	-0.7767931	-0.26551847	159.83	ST7L	suppression of tumorigenicity 7 like
829	0.999925	9.36e-01	0.3979	-0.0799293	-0.03180763	3325.44	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1
4343	0.999925	3.55e-01	0.3713	0.9252144	0.34357556	2237.72	MOV10	Mov10 RISC complex RNA helicase
389	0.999925	5.24e-01	0.2663	0.6368798	0.1696199	1973.15	RHOC	ras homolog family member C
333926	0.999925	1.69e-01	0.4798	1.3744995	0.65953032	48.42	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J
100996702	0.999925	9.79e-01	1.5456	-0.0265418	-0.04102312	44.2	LINC01356	long intergenic non-protein coding RNA 1356
6566	0.999925	9.75e-01	0.4592	-0.0311956	-0.01432467	4997.46	SLC16A1	solute carrier family 16 member 1
100506392	0.999925	4.30e-01	0.4378	0.7890262	0.34546642	32.63	SLC16A1-AS1	SLC16A1 antisense RNA 1
9860	0.999925	1.00	0.3583	0.0003768	0.000135	399.45	LRIG2	leucine rich repeats and immunoglobulin like domains 2
260425	0.999925	9.86e-01	0.3482	-0.0181656	-0.00632454	272.24	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3
10745	0.999925	4.80e-01	0.4206	-0.7061329	-0.29698944	113.75	PHTF1	putative homeodomain transcription factor 1
54665	0.999925	8.91e-01	0.5182	0.1370774	0.07103532	349.83	RSBN1	round spermatid basic protein 1
100287722	0.999925	7.09e-01	0.4011	0.3730868	0.14963583	19.53	AP4B1-AS1	AP4B1 antisense RNA 1
10717	0.999925	8.64e-01	0.2544	-0.1717886	-0.04369518	115.52	AP4B1	adaptor related protein complex 4 subunit beta 1
64858	0.999925	7.51e-01	0.4344	0.3179434	0.13810717	518.19	DCLRE1B	DNA cross-link repair 1B
204851	0.999925	8.94e-01	0.3805	-0.1333	-0.05072058	844.47	HIPK1	homeodomain interacting protein kinase 1
51592	0.999925	7.84e-01	0.3233	-0.2740726	-0.08859965	927.06	TRIM33	tripartite motif containing 33
10286	0.999925	3.37e-01	0.384	-0.9595017	-0.36840557	597.71	BCAS2	BCAS2 pre-mRNA processing factor
163259	0.999925	3.91e-01	0.2511	0.8574012	0.21531131	353.67	DENND2C	DENN domain containing 2C
4893	0.999925	9.55e-01	0.5966	-0.0569876	-0.03399928	1957.15	NRAS	NRAS proto-oncogene, GTPase
7812	0.999925	7.28e-01	0.4126	-0.3476564	-0.1434419	7870.59	CSDE1	cold shock domain containing E1
80143	0.999925	5.67e-01	0.4956	-0.5731278	-0.28404811	858.02	SIKE1	suppressor of IKBKE 1
10100	0.999925	8.51e-01	1.1179	0.1874657	0.20957584	109.92	TSPAN2	tetraspanin 2
81839	0.999925	4.82e-01	0.1464	0.702388	0.10285828	1567.55	VANGL1	VANGL planar cell polarity protein 1
55356	0.999925	3.30e-01	0.3233	-0.9744385	-0.3150338	49.16	SLC22A15	solute carrier family 22 member 15
126868	0.999925	7.29e-02	0.3656	-1.7932795	-0.65557109	24.74	MAB21L3	mab-21 like 3
476	0.999925	7.77e-01	0.2688	-0.2838409	-0.07630494	8257.52	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
84852	0.999925	5.75e-01	0.255	-0.5602864	-0.14288918	503.17	ATP1A1-AS1	ATP1A1 antisense RNA 1
965	0.999925	2.97e-01	0.3252	-1.0420724	-0.33885879	180.87	CD58	CD58 molecule
3321	0.999925	6.85e-01	0.1897	-0.4061191	-0.07703419	1495.66	IGSF3	immunoglobulin superfamily member 3
5738	0.999925	6.02e-01	0.3535	0.5220813	0.18457978	1168.77	PTGFRN	prostaglandin F2 receptor inhibitor
9398	0.999925	5.44e-01	0.3764	0.6069562	0.22846518	734.63	CD101	CD101 molecule
101929099	0.999925	4.26e-01	0.3389	-0.7953017	-0.2695329	52.85	CD101-AS1	CD101 antisense RNA 1
8458	0.999925	7.98e-01	0.3222	-0.2561937	-0.0825441	849.34	TTF2	transcription termination factor 2
80263	0.999925	5.85e-01	0.4326	-0.5457013	-0.23604669	56.11	TRIM45	tripartite motif containing 45
79679	0.999925	4.43e-01	0.4313	0.7663557	0.33055087	220.74	VTCN1	V-set domain containing T cell activation inhibitor 1
10905	0.999925	6.24e-01	0.4119	-0.4906356	-0.20211136	662.64	MAN1A2	mannosidase alpha class 1A member 2
54834	0.999925	4.61e-01	0.3511	-0.7375538	-0.25897369	347.42	GDAP2	ganglioside induced differentiation associated protein 2
10885	0.999925	8.76e-01	0.5385	-0.1563609	-0.08419677	336.13	WDR3	WD repeat domain 3
10352	0.999925	9.30e-01	0.472	-0.0875195	-0.04131275	619.92	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
101929147	0.999925	2.59e-01	0.1995	-1.1285862	-0.22519719	71.15	WARS2-AS1	WARS2 antisense RNA 1
90874	0.999925	5.49e-01	0.3327	0.5997614	0.19952434	43.23	ZNF697	zinc finger protein 697
26227	0.999925	7.65e-01	0.3633	-0.2989639	-0.10860527	2233.79	PHGDH	phosphoglycerate dehydrogenase
4853	0.999925	7.70e-01	0.3843	0.2922891	0.11232536	2289.81	NOTCH2	notch receptor 2
9554	0.999925	6.15e-01	0.4467	-0.5032744	-0.22483505	625.54	SEC22B	SEC22 homolog B, vesicle trafficking protein
105378954	0.999925	3.65e-01	0.6362	0.906649	0.57681106	35.53	LOC105378954	
728841	0.999925	9.97e-01	0.4539	0.0032433	0.00147224	132.75	NBPF8	NBPF member 8
100996724	0.999925	1.46e-01	0.2028	-1.454475	-0.29503768	44.46	PDE4DIPP2	PDE4DIP pseudogene 2
101929796	0.999925	9.76e-01	0.3732	-0.0303253	-0.01131852	25.58	NOTCH2NLR	notch 2 N-terminal like R
101060684	0.999925	6.60e-01	0.4202	0.4405523	0.18514036	186.39	NBPF26	NBPF member 26
728855	0.999925	4.68e-01	0.4302	0.7256575	0.31216512	67.96	LINC00623	long intergenic non-protein coding RNA 623
653820	0.999925	8.11e-01	0.3326	0.238613	0.07935645	125.49	FAM72B	family with sequence similarity 72 member B
653464	0.999925	8.89e-01	0.1656	0.1400503	0.02318743	246.61	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C
647121	0.999925	9.61e-01	0.2817	0.049412	0.01392182	47.34	EMBP1	embigin pseudogene 1
26863	0.999925	4.36e-01	0.5423	-0.7794022	-0.42265048	29.84	RNVU1-18	RNA, variant U1 small nuclear 18
554282	0.999925	7.97e-01	0.3061	0.257301	0.07874811	115.47	FAM72C	family with sequence similarity 72 member C
100996712	0.999925	9.60e-01	0.1626	0.0502954	0.00817781	113.04	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)
284565	0.999925	9.55e-02	0.191	1.6669198	0.31838669	107.84	NBPF15	NBPF member 15
105379574	0.999925	4.78e-01	0.5391	-0.7091985	-0.38230628	29.82	LOC105379574	uncharacterized LOC105379574
647135	0.999925	9.02e-01	0.1382	0.1235463	0.01707756	270.63	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
728833	0.999925	6.57e-01	0.3003	0.4441691	0.13340453	116.41	FAM72D	family with sequence similarity 72 member D
100996740	0.999925	1.60e-01	0.3478	1.4045459	0.48846702	19.74	LOC100996740	uncharacterized LOC100996740
100288142	0.999925	7.74e-01	0.2386	0.2866857	0.06841259	46.42	NBPF20	NBPF member 20
101929780	0.999925	5.61e-01	0.2131	0.5818505	0.1239651	47.79	NBPF25P	NBPF member 25, pseudogene
653519	0.999925	4.77e-01	0.2245	-0.7111909	-0.15967238	131.16	GPR89A	G protein-coupled receptor 89A
27246	0.999925	3.25e-01	0.2229	-0.9848973	-0.21952939	310.17	RNF115	ring finger protein 115
10623	0.999925	6.75e-01	0.1847	0.4195073	0.07749843	936.84	POLR3C	RNA polymerase III subunit C
200035	0.999925	8.53e-01	0.2371	-0.1855986	-0.04399723	145.56	NUDT17	nudix hydrolase 17
10401	0.999925	2.50e-01	0.2594	1.1514392	0.29863065	826.68	PIAS3	protein inhibitor of activated STAT 3
8799	0.999925	7.27e-01	0.1291	-0.3494481	-0.04512683	486.81	PEX11B	peroxisomal biogenesis factor 11 beta
114814	0.999925	2.59e-01	0.3123	-1.1298325	-0.35288382	25.51	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene)
9939	0.999925	4.69e-02	0.1366	-1.9874334	-0.27138713	1382.63	RBM8A	RNA binding motif protein 8A
105371260	0.999925	3.06e-01	0.3052	-1.0230975	-0.31220678	24.62	LIX1L-AS1	LIX1L antisense RNA 1
128077	0.999925	7.45e-01	1.3779	0.3249813	0.44779793	286.32	LIX1L	limb and CNS expressed 1 like
84265	0.999925	8.95e-01	0.2261	0.1320592	0.02985955	125.76	POLR3GL	RNA polymerase III subunit GL
10628	0.999925	1.04e-01	0.3457	1.6271421	0.56249774	4872.15	TXNIP	thioredoxin interacting protein
100132406	0.999925	9.91e-01	0.242	0.0111971	0.00271022	345.69	NBPF10	NBPF member 10
388677	0.999925	3.19e-01	0.1598	0.996176	0.15919493	100.7	NOTCH2NLA	notch 2 N-terminal like A
170688	0.999925	3.97e-01	0.1951	0.8466926	0.16522518	160.16	NUDT4P2	nudix hydrolase 4 pseudogene 2
102724364	0.999925	6.36e-01	0.4711	-0.4735813	-0.22311651	164.26	SEC22B4P	SEC22 homolog B4, pseudogene
149013	0.999925	5.94e-01	0.247	-0.533633	-0.1318312	102.62	NBPF12	NBPF member 12
5565	0.999925	5.64e-01	0.3618	-0.576591	-0.208603	317.16	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
9557	0.999925	3.78e-01	0.1394	-0.8819465	-0.12290715	357.16	CHD1L	chromodomain helicase DNA binding protein 1 like
171423	0.999925	6.74e-01	0.3164	0.4204462	0.13304507	349.63	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1
2330	0.999925	3.12e-01	0.3079	-1.0102432	-0.31109152	41.76	FMO5	flavin containing dimethylaniline monoxygenase 5
607	0.999925	2.79e-01	0.3077	1.0818671	0.33293572	183.87	BCL9	BCL9 transcription coactivator
51205	0.999925	6.49e-01	0.2812	0.4546015	0.12784958	419.62	ACP6	acid phosphatase 6, lysophosphatidic
51463	0.999925	8.87e-01	0.2176	-0.1420584	-0.03090539	120.54	GPR89B	G protein-coupled receptor 89B
200030	0.999925	8.12e-01	0.2072	0.2381604	0.04934906	103.97	NBPF11	NBPF member 11
388685	0.999925	3.22e-01	0.4071	0.9894858	0.40280897	144.14	LINC01138	long intergenic non-protein coding RNA 1138
